"dpid","EmriPartise","Data","nrLike","nrReaction","nrKomente","nrShare","nrPosteve","koalicionet"
"7065","Aleanca.Official","2017-10-08","2081","2132","271","126","2",""
"7066","aleancakosovaere","2017-10-08","376","377","9","8","4",""
"7067","AlternativaKosova","2017-10-08","268","269","1","7","3",""
"7068","drejtesiaofficial","2017-10-08","48","48","1","3","3",""
"7069","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-08","230","232","9","7","1",""
"7070","nismaperkosoven.official","2017-10-08","191","197","22","12","1",""
"7071","PDKqender","2017-10-08","1291","1293","10","7","4",""
"7072","vetevendosje","2017-10-08","4030","4410","607","397","5",""
"7081","Aleanca.Official","2017-10-07","2605","2614","46","29","4",""
"7082","aleancakosovaere","2017-10-07","484","487","8","18","6",""
"7083","AlternativaKosova","2017-10-07","40","40","0","1","1",""
"7084","drejtesiaofficial","2017-10-07","36","36","0","5","1",""
"7085","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-07","483","485","7","89","2",""
"7086","nismaperkosoven.official","2017-10-07","279","281","7","3","2",""
"7087","PDKqender","2017-10-07","1088","1088","11","13","3",""
"7088","vetevendosje","2017-10-07","1985","2433","1136","166","4",""
"7097","Aleanca.Official","2017-10-06","3081","3132","46","419","1",""
"7098","aleancakosovaere","2017-10-06","302","303","6","2","8",""
"7099","AlternativaKosova","2017-10-06","305","306","0","3","5",""
"7100","drejtesiaofficial","2017-10-06","85","85","1","6","2",""
"7101","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-06","795","809","38","80","3",""
"7102","nismaperkosoven.official","2017-10-06","1570","1573","26","8","6",""
"7103","PDKqender","2017-10-06","1218","1220","1","9","4",""
"7104","vetevendosje","2017-10-06","2460","2687","330","154","5",""
"7113","Aleanca.Official","2017-10-05","1767","1780","19","39","4",""
"7114","aleancakosovaere","2017-10-05","315","315","6","3","6",""
"7115","AlternativaKosova","2017-10-05","121","121","0","4","2",""
"7116","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-05","676","683","30","150","2",""
"7117","nismaperkosoven.official","2017-10-05","237","237","1","11","1",""
"7118","PDKqender","2017-10-05","357","358","2","4","1",""
"7119","vetevendosje","2017-10-05","2355","2514","347","160","5",""
"7120","drejtesiaofficial","2017-10-05","0","0","0","0","0",""
"7129","Aleanca.Official","2017-10-04","705","706","3","5","2",""
"7130","aleancakosovaere","2017-10-04","543","545","16","34","9",""
"7131","AlternativaKosova","2017-10-04","507","509","5","6","4",""
"7132","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-04","162","164","2","4","1",""
"7133","nismaperkosoven.official","2017-10-04","238","238","3","4","3",""
"7134","PDKqender","2017-10-04","662","663","1","1","3",""
"7135","vetevendosje","2017-10-04","4259","4488","517","105","5",""
"7136","drejtesiaofficial","2017-10-04","0","0","0","0","0",""
"7145","Aleanca.Official","2017-10-03","725","729","13","147","2",""
"7146","aleancakosovaere","2017-10-03","532","534","9","6","5",""
"7147","AlternativaKosova","2017-10-03","681","684","8","27","6",""
"7148","drejtesiaofficial","2017-10-03","25","25","0","0","1",""
"7149","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-03","753","761","19","69","3",""
"7150","nismaperkosoven.official","2017-10-03","1343","1351","34","110","4",""
"7151","PDKqender","2017-10-03","1024","1033","13","39","3",""
"7152","vetevendosje","2017-10-03","4940","5144","323","257","5",""
"7161","aleancakosovaere","2017-10-02","433","437","5","4","8",""
"7162","AlternativaKosova","2017-10-02","374","380","4","6","5",""
"7163","drejtesiaofficial","2017-10-02","180","182","4","12","6",""
"7164","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-02","468","473","13","36","2",""
"7165","nismaperkosoven.official","2017-10-02","544","545","17","29","5",""
"7166","PDKqender","2017-10-02","1557","1569","20","58","2",""
"7167","vetevendosje","2017-10-02","5069","5434","785","249","5",""
"7168","Aleanca.Official","2017-10-02","0","0","0","0","0",""
"7177","Aleanca.Official","2017-10-01","1819","1826","11","28","2",""
"7178","aleancakosovaere","2017-10-01","489","492","88","21","7",""
"7179","AlternativaKosova","2017-10-01","53","53","0","1","1",""
"7180","drejtesiaofficial","2017-10-01","74","74","1","2","3",""
"7181","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-01","89","90","1","2","1",""
"7182","nismaperkosoven.official","2017-10-01","629","634","20","19","4",""
"7183","PDKqender","2017-10-01","869","878","1","10","3",""
"7184","vetevendosje","2017-10-01","4935","5445","1071","230","6",""
"7193","Aleanca.Official","2017-09-30","1950","1954","11","22","4",""
"7194","aleancakosovaere","2017-09-30","562","564","18","6","4",""
"7195","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-30","784","791","20","12","3",""
"7196","nismaperkosoven.official","2017-09-30","1111","1115","23","68","9",""
"7197","PDKqender","2017-09-30","219","222","0","0","1",""
"7198","vetevendosje","2017-09-30","4879","5383","1114","207","6",""
"7199","drejtesiaofficial","2017-09-30","0","0","0","0","0",""
"7200","AlternativaKosova","2017-09-30","0","0","0","0","0",""
"7209","Aleanca.Official","2017-09-29","485","488","1","6","1",""
"7210","aleancakosovaere","2017-09-29","406","409","6","2","6",""
"7211","AlternativaKosova","2017-09-29","410","456","54","37","4",""
"7212","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-29","1145","1168","57","36","2",""
"7213","nismaperkosoven.official","2017-09-29","627","632","70","46","5",""
"7214","PDKqender","2017-09-29","1152","1154","1","9","4",""
"7215","vetevendosje","2017-09-29","10311","11047","1768","340","7",""
"7216","drejtesiaofficial","2017-09-29","0","0","0","0","0",""
"7225","Aleanca.Official","2017-09-28","517","517","2","7","1",""
"7226","aleancakosovaere","2017-09-28","833","835","12","1","15",""
"7227","AlternativaKosova","2017-09-28","68","68","0","1","2",""
"7228","drejtesiaofficial","2017-09-28","78","78","1","8","3",""
"7229","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-28","955","977","87","41","3",""
"7230","nismaperkosoven.official","2017-09-28","584","588","20","14","5",""
"7231","vetevendosje","2017-09-28","4256","4713","1019","209","3",""
"7232","PDKqender","2017-09-28","0","0","0","0","0",""
"7241","aleancakosovaere","2017-09-27","429","430","20","4","6",""
"7242","AlternativaKosova","2017-09-27","58","58","1","1","1",""
"7243","drejtesiaofficial","2017-09-27","46","47","0","2","2",""
"7244","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-27","878","884","22","14","4",""
"7245","nismaperkosoven.official","2017-09-27","494","496","2","21","7",""
"7246","PDKqender","2017-09-27","1361","1366","7","9","4",""
"7247","vetevendosje","2017-09-27","3230","3626","773","188","4",""
"7248","Aleanca.Official","2017-09-27","0","0","0","0","0",""
"7257","Aleanca.Official","2017-09-26","1777","1783","15","32","2",""
"7258","aleancakosovaere","2017-09-26","360","360","7","1","6",""
"7259","AlternativaKosova","2017-09-26","378","385","17","17","2",""
"7260","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-26","1293","1338","222","90","3",""
"7261","nismaperkosoven.official","2017-09-26","415","417","16","18","4",""
"7262","PDKqender","2017-09-26","949","949","6","1","4",""
"7263","vetevendosje","2017-09-26","3114","3457","518","136","4",""
"7264","drejtesiaofficial","2017-09-26","0","0","0","0","0",""
"7273","Aleanca.Official","2017-09-25","0","0","0","0","0",""
"7274","aleancakosovaere","2017-09-25","0","0","0","0","0",""
"7275","AlternativaKosova","2017-09-25","0","0","0","0","0",""
"7276","drejtesiaofficial","2017-09-25","0","0","0","0","0",""
"7277","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-25","0","0","0","0","0",""
"7278","nismaperkosoven.official","2017-09-25","0","0","0","0","0",""
"7279","PDKqender","2017-09-25","0","0","0","0","0",""
"7280","vetevendosje","2017-09-25","0","0","0","0","0",""
"7289","Aleanca.Official","2017-09-24","1971","1991","18","110","2",""
"7290","aleancakosovaere","2017-09-24","168","168","4","0","2",""
"7291","AlternativaKosova","2017-09-24","182","203","92","57","1",""
"7292","drejtesiaofficial","2017-09-24","48","48","1","13","2",""
"7293","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-24","291","292","4","0","1",""
"7294","nismaperkosoven.official","2017-09-24","1681","1697","77","115","6",""
"7295","vetevendosje","2017-09-24","5958","6677","1647","421","5",""
"7296","PDKqender","2017-09-24","0","0","0","0","0",""
"7305","Aleanca.Official","2017-09-23","3485","3560","278","130","3",""
"7306","aleancakosovaere","2017-09-23","549","551","14","1","9",""
"7307","drejtesiaofficial","2017-09-23","41","41","0","5","2",""
"7308","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-23","1752","1764","30","162","6",""
"7309","nismaperkosoven.official","2017-09-23","635","635","5","8","3",""
"7310","vetevendosje","2017-09-23","3991","4385","1033","136","4",""
"7311","AlternativaKosova","2017-09-23","0","0","0","0","0",""
"7312","PDKqender","2017-09-23","0","0","0","0","0",""
"7321","Aleanca.Official","2017-09-22","958","966","2","16","3",""
"7322","aleancakosovaere","2017-09-22","524","525","11","7","7",""
"7323","AlternativaKosova","2017-09-22","429","432","4","36","3",""
"7324","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-22","1583","1598","56","57","3",""
"7325","nismaperkosoven.official","2017-09-22","470","488","59","29","3",""
"7326","vetevendosje","2017-09-22","8685","9494","1674","322","8",""
"7327","drejtesiaofficial","2017-09-22","0","0","0","0","0",""
"7328","PDKqender","2017-09-22","0","0","0","0","0",""
"7337","Aleanca.Official","2017-09-21","618","618","5","13","2",""
"7338","aleancakosovaere","2017-09-21","975","980","38","2","12",""
"7339","drejtesiaofficial","2017-09-21","328","330","40","61","7",""
"7340","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-21","1861","1925","300","50","7",""
"7341","PDKqender","2017-09-21","1222","1230","1","33","4",""
"7342","vetevendosje","2017-09-21","14366","15978","3151","862","11",""
"7343","AlternativaKosova","2017-09-21","0","0","0","0","0",""
"7344","nismaperkosoven.official","2017-09-21","0","0","0","0","0",""
"7353","aleancakosovaere","2017-09-20","274","275","8","0","4",""
"7354","drejtesiaofficial","2017-09-20","69","70","0","5","2",""
"7355","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-20","493","498","10","74","1",""
"7356","nismaperkosoven.official","2017-09-20","201","202","2","9","3",""
"7357","PDKqender","2017-09-20","815","819","23","30","4",""
"7358","vetevendosje","2017-09-20","1340","1374","33","115","2",""
"7359","AlternativaKosova","2017-09-20","0","0","0","0","0",""
"7360","Aleanca.Official","2017-09-20","0","0","0","0","0",""
"7369","aleancakosovaere","2017-09-19","623","624","15","0","7",""
"7370","AlternativaKosova","2017-09-19","48","48","0","1","1",""
"7371","drejtesiaofficial","2017-09-19","54","54","1","0","1",""
"7372","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-19","225","227","2","3","1",""
"7373","nismaperkosoven.official","2017-09-19","137","137","2","13","1",""
"7374","vetevendosje","2017-09-19","386","390","8","18","1",""
"7375","Aleanca.Official","2017-09-19","0","0","0","0","0",""
"7376","PDKqender","2017-09-19","0","0","0","0","0",""
"7385","drejtesiaofficial","2017-09-18","0","0","0","0","0",""
"7386","AlternativaKosova","2017-09-18","0","0","0","0","0",""
"7387","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-18","0","0","0","0","0",""
"7388","Aleanca.Official","2017-09-18","0","0","0","0","0",""
"7389","aleancakosovaere","2017-09-18","0","0","0","0","0",""
"7390","vetevendosje","2017-09-18","0","0","0","0","0",""
"7391","PDKqender","2017-09-18","0","0","0","0","0",""
"7392","nismaperkosoven.official","2017-09-18","0","0","0","0","0",""
"7401","Aleanca.Official","2017-10-19","1062","1080","86","48","3",""
"7402","aleancakosovaere","2017-10-19","597","599","13","14","5",""
"7403","AlternativaKosova","2017-10-19","216","218","13","16","3",""
"7404","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-19","2360","2508","938","185","5",""
"7405","nismaperkosoven.official","2017-10-19","529","537","22","36","2",""
"7406","PDKqender","2017-10-19","1570","1580","13","30","5",""
"7407","vetevendosje","2017-10-19","7523","8678","3323","501","9",""
"7408","drejtesiaofficial","2017-10-19","0","0","0","0","0",""
"7409","aleancakosovaere","2017-10-23","148","148","0","1","1",""
"7410","nismaperkosoven.official","2017-10-23","155","156","2","0","2",""
"7411","vetevendosje","2017-10-23","910","922","21","6","1",""
"7412","drejtesiaofficial","2017-10-23","0","0","0","0","0",""
"7413","AlternativaKosova","2017-10-23","0","0","0","0","0",""
"7414","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-23","0","0","0","0","0",""
"7415","Aleanca.Official","2017-10-23","0","0","0","0","0",""
"7416","PDKqender","2017-10-23","0","0","0","0","0",""
"7425","aleancakosovaere","2017-10-22","102","103","3","0","1",""
"7426","drejtesiaofficial","2017-10-22","132","132","7","6","6",""
"7427","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-22","1161","1168","31","9","3",""
"7428","nismaperkosoven.official","2017-10-22","596","600","11","21","7",""
"7429","PDKqender","2017-10-22","1066","1072","20","0","2",""
"7430","vetevendosje","2017-10-22","7456","9266","3457","215","5",""
"7431","AlternativaKosova","2017-10-22","0","0","0","0","0",""
"7432","Aleanca.Official","2017-10-22","0","0","0","0","0",""
"7441","drejtesiaofficial","2017-10-21","0","0","0","0","0",""
"7442","AlternativaKosova","2017-10-21","0","0","0","0","0",""
"7443","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-21","0","0","0","0","0",""
"7444","Aleanca.Official","2017-10-21","0","0","0","0","0",""
"7445","aleancakosovaere","2017-10-21","0","0","0","0","0",""
"7446","vetevendosje","2017-10-21","0","0","0","0","0",""
"7447","PDKqender","2017-10-21","0","0","0","0","0",""
"7448","nismaperkosoven.official","2017-10-21","0","0","0","0","0",""
"7457","Aleanca.Official","2017-10-20","5737","5832","437","223","14",""
"7458","aleancakosovaere","2017-10-20","1595","1601","33","93","17",""
"7459","AlternativaKosova","2017-10-20","964","1022","70","36","8",""
"7460","drejtesiaofficial","2017-10-20","234","234","2","12","14",""
"7461","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-20","1358","1546","1463","223","1",""
"7462","nismaperkosoven.official","2017-10-20","268","272","5","30","1",""
"7463","PDKqender","2017-10-20","2483","2502","30","19","7",""
"7464","vetevendosje","2017-10-20","10565","12984","5169","1143","8",""
"7905","aleancakosovaere","2017-10-25","153","153","3","0","3",""
"7906","PDKqender","2017-10-25","3553","3612","436","516","3",""
"7907","vetevendosje","2017-10-25","1908","1947","74","31","3",""
"7908","drejtesiaofficial","2017-10-25","0","0","0","0","0",""
"7909","AlternativaKosova","2017-10-25","0","0","0","0","0",""
"7910","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-25","0","0","0","0","0",""
"7911","Aleanca.Official","2017-10-25","0","0","0","0","0",""
"7912","nismaperkosoven.official","2017-10-25","0","0","0","0","0",""
"7921","aleancakosovaere","2017-10-24","189","189","3","4","3",""
"7922","AlternativaKosova","2017-10-24","71","71","1","2","1",""
"7923","nismaperkosoven.official","2017-10-24","86","86","0","5","1",""
"7924","vetevendosje","2017-10-24","440","446","5","3","2",""
"7925","drejtesiaofficial","2017-10-24","0","0","0","0","0",""
"7926","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-24","0","0","0","0","0",""
"7927","Aleanca.Official","2017-10-24","0","0","0","0","0",""
"7928","PDKqender","2017-10-24","0","0","0","0","0",""
"8897","aleancakosovaere","2017-10-31","46","46","3","0","3",""
"8898","AlternativaKosova","2017-10-31","54","55","0","2","2",""
"8899","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-31","1143","1147","25","8","5",""
"8900","nismaperkosoven.official","2017-10-31","77","77","1","0","1",""
"8901","vetevendosje","2017-10-31","245","251","23","56","1",""
"8902","drejtesiaofficial","2017-10-31","0","0","0","0","0",""
"8903","Aleanca.Official","2017-10-31","0","0","0","0","0",""
"8904","PDKqender","2017-10-31","0","0","0","0","0",""
"8913","aleancakosovaere","2017-10-30","54","54","1","0","1",""
"8914","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-30","461","466","14","9","2",""
"8915","drejtesiaofficial","2017-10-30","0","0","0","0","0",""
"8916","AlternativaKosova","2017-10-30","0","0","0","0","0",""
"8917","Aleanca.Official","2017-10-30","0","0","0","0","0",""
"8918","vetevendosje","2017-10-30","0","0","0","0","0",""
"8919","PDKqender","2017-10-30","0","0","0","0","0",""
"8920","nismaperkosoven.official","2017-10-30","0","0","0","0","0",""
"8929","vetevendosje","2017-10-29","1444","1676","645","107","2",""
"8930","drejtesiaofficial","2017-10-29","0","0","0","0","0",""
"8931","AlternativaKosova","2017-10-29","0","0","0","0","0",""
"8932","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-29","0","0","0","0","0",""
"8933","Aleanca.Official","2017-10-29","0","0","0","0","0",""
"8934","aleancakosovaere","2017-10-29","0","0","0","0","0",""
"8935","PDKqender","2017-10-29","0","0","0","0","0",""
"8936","nismaperkosoven.official","2017-10-29","0","0","0","0","0",""
"8945","aleancakosovaere","2017-10-28","132","134","1","0","3",""
"8946","PDKqender","2017-10-28","116","116","2","0","1",""
"8947","drejtesiaofficial","2017-10-28","0","0","0","0","0",""
"8948","AlternativaKosova","2017-10-28","0","0","0","0","0",""
"8949","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-28","0","0","0","0","0",""
"8950","Aleanca.Official","2017-10-28","0","0","0","0","0",""
"8951","vetevendosje","2017-10-28","0","0","0","0","0",""
"8952","nismaperkosoven.official","2017-10-28","0","0","0","0","0",""
"8961","aleancakosovaere","2017-10-27","155","155","3","0","3",""
"8962","AlternativaKosova","2017-10-27","42","42","0","2","1",""
"8963","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-27","1611","1621","65","50","3",""
"8964","drejtesiaofficial","2017-10-27","0","0","0","0","0",""
"8965","Aleanca.Official","2017-10-27","0","0","0","0","0",""
"8966","vetevendosje","2017-10-27","0","0","0","0","0",""
"8967","PDKqender","2017-10-27","0","0","0","0","0",""
"8968","nismaperkosoven.official","2017-10-27","0","0","0","0","0",""
"8977","aleancakosovaere","2017-10-26","101","101","1","0","2",""
"8978","AlternativaKosova","2017-10-26","292","298","14","11","3",""
"8979","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-26","169","171","5","5","1",""
"8980","vetevendosje","2017-10-26","662","679","8","8","1",""
"8981","drejtesiaofficial","2017-10-26","0","0","0","0","0",""
"8982","Aleanca.Official","2017-10-26","0","0","0","0","0",""
"8983","PDKqender","2017-10-26","0","0","0","0","0",""
"8984","nismaperkosoven.official","2017-10-26","0","0","0","0","0",""
"9889","aleancakosovaere","2017-11-05","40","40","1","3","1",""
"9890","LidhjaDemokratikeeKosovesOFFICIAL","2017-11-05","216","219","0","1","1",""
"9891","nismaperkosoven.official","2017-11-05","22","23","0","0","1",""
"9892","vetevendosje","2017-11-05","3651","4337","475","211","4",""
"9893","drejtesiaofficial","2017-11-05","0","0","0","0","0",""
"9894","AlternativaKosova","2017-11-05","0","0","0","0","0",""
"9895","Aleanca.Official","2017-11-05","0","0","0","0","0",""
"9896","PDKqender","2017-11-05","0","0","0","0","0",""
"9905","LidhjaDemokratikeeKosovesOFFICIAL","2017-11-04","211","211","7","0","1",""
"9906","PDKqender","2017-11-04","169","170","0","0","2",""
"9907","vetevendosje","2017-11-04","1624","2029","277","304","2",""
"9908","drejtesiaofficial","2017-11-04","0","0","0","0","0",""
"9909","AlternativaKosova","2017-11-04","0","0","0","0","0",""
"9910","Aleanca.Official","2017-11-04","0","0","0","0","0",""
"9911","aleancakosovaere","2017-11-04","0","0","0","0","0",""
"9912","nismaperkosoven.official","2017-11-04","0","0","0","0","0",""
"9921","aleancakosovaere","2017-11-03","49","49","1","0","2",""
"9922","drejtesiaofficial","2017-11-03","7","7","0","3","1",""
"9923","LidhjaDemokratikeeKosovesOFFICIAL","2017-11-03","663","665","12","35","3",""
"9924","PDKqender","2017-11-03","187","188","5","0","2",""
"9925","vetevendosje","2017-11-03","786","879","25","0","1",""
"9926","AlternativaKosova","2017-11-03","0","0","0","0","0",""
"9927","Aleanca.Official","2017-11-03","0","0","0","0","0",""
"9928","nismaperkosoven.official","2017-11-03","0","0","0","0","0",""
"9937","aleancakosovaere","2017-11-02","61","61","1","0","3",""
"9938","AlternativaKosova","2017-11-02","49","51","0","0","2",""
"9939","LidhjaDemokratikeeKosovesOFFICIAL","2017-11-02","698","698","18","11","3",""
"9940","vetevendosje","2017-11-02","2001","2074","49","110","3",""
"9941","drejtesiaofficial","2017-11-02","0","0","0","0","0",""
"9942","Aleanca.Official","2017-11-02","0","0","0","0","0",""
"9943","PDKqender","2017-11-02","0","0","0","0","0",""
"9944","nismaperkosoven.official","2017-11-02","0","0","0","0","0",""
"9953","aleancakosovaere","2017-11-01","81","82","1","0","3",""
"9954","drejtesiaofficial","2017-11-01","9","11","0","1","1",""
"9955","LidhjaDemokratikeeKosovesOFFICIAL","2017-11-01","779","780","20","32","3",""
"9956","PDKqender","2017-11-01","125","126","0","0","1",""
"9957","vetevendosje","2017-11-01","1408","1440","50","31","3",""
"9958","AlternativaKosova","2017-11-01","0","0","0","0","0",""
"9959","Aleanca.Official","2017-11-01","0","0","0","0","0",""
"9960","nismaperkosoven.official","2017-11-01","0","0","0","0","0",""
