"postiid","partianame","kohapostimit","nrlike","nrReaction","nrkomenteve","nrshare","koalicionet"
"109871045779576_1165725250194145","drejtesiaofficial","2017-09-27 14:53:31","28","29","0","2","PDK-AAK-NISMA"
"109871045779576_1165760513523952","drejtesiaofficial","2017-09-27 15:58:25","18","18","0","0","PDK-AAK-NISMA"
"109871045779576_1166409993459004","drejtesiaofficial","2017-09-28 15:23:55","16","16","0","0","PDK-AAK-NISMA"
"109871045779576_1166435200123150","drejtesiaofficial","2017-09-28 16:04:55","32","32","0","3","PDK-AAK-NISMA"
"109871045779576_1166439473456056","drejtesiaofficial","2017-09-28 16:13:29","30","30","1","5","PDK-AAK-NISMA"
"109871045779576_1168361439930526","drejtesiaofficial","2017-10-01 11:11:47","16","16","0","0","PDK-AAK-NISMA"
"109871045779576_1168361846597152","drejtesiaofficial","2017-10-01 11:12:46","15","15","0","0","PDK-AAK-NISMA"
"109871045779576_1168549803245023","drejtesiaofficial","2017-10-01 17:16:51","43","43","1","2","PDK-AAK-NISMA"
"109871045779576_1168999609866709","drejtesiaofficial","2017-10-02 09:36:56","34","34","1","7","PDK-AAK-NISMA"
"109871045779576_1169023879864282","drejtesiaofficial","2017-10-02 10:40:29","16","16","1","1","PDK-AAK-NISMA"
"109871045779576_1169046223195381","drejtesiaofficial","2017-10-02 11:27:51","28","28","0","0","PDK-AAK-NISMA"
"109871045779576_1169050906528246","drejtesiaofficial","2017-10-02 11:33:58","31","31","1","4","PDK-AAK-NISMA"
"109871045779576_1169258986507438","drejtesiaofficial","2017-10-02 17:48:13","61","61","1","0","PDK-AAK-NISMA"
"109871045779576_1169343376498999","drejtesiaofficial","2017-10-02 20:14:18","10","12","0","0","PDK-AAK-NISMA"
"109871045779576_1169679593132044","drejtesiaofficial","2017-10-03 08:16:43","25","25","0","0","PDK-AAK-NISMA"
"109871045779576_1171943926238944","drejtesiaofficial","2017-10-06 12:45:37","42","42","1","2","PDK-AAK-NISMA"
"109871045779576_1172041682895835","drejtesiaofficial","2017-10-06 15:48:52","43","43","0","4","PDK-AAK-NISMA"
"109871045779576_1172911876142149","drejtesiaofficial","2017-10-07 19:37:14","36","36","0","5","PDK-AAK-NISMA"
"109871045779576_1173377269428943","drejtesiaofficial","2017-10-08 11:43:14","15","15","0","0","PDK-AAK-NISMA"
"109871045779576_1173453656087971","drejtesiaofficial","2017-10-08 12:51:54","17","17","0","0","PDK-AAK-NISMA"
"109871045779576_1173757132724290","drejtesiaofficial","2017-10-08 21:13:44","16","16","1","3","PDK-AAK-NISMA"
"109871045779576_1175075849259085","drejtesiaofficial","2017-10-10 17:07:15","21","21","0","0","PDK-AAK-NISMA"
"109871045779576_1175177515915585","drejtesiaofficial","2017-10-10 19:51:53","11","11","0","0","PDK-AAK-NISMA"
"109871045779576_1175235495909787","drejtesiaofficial","2017-10-10 21:33:19","25","25","2","8","PDK-AAK-NISMA"
"109871045779576_1175581969208473","drejtesiaofficial","2017-10-11 10:30:04","30","30","1","4","PDK-AAK-NISMA"
"109871045779576_1177077805725556","drejtesiaofficial","2017-10-13 14:57:21","27","27","0","3","PDK-AAK-NISMA"
"109871045779576_1177713045662032","drejtesiaofficial","2017-10-14 11:42:40","19","19","0","2","PDK-AAK-NISMA"
"109871045779576_1178593708907299","drejtesiaofficial","2017-10-15 16:43:46","27","27","0","7","PDK-AAK-NISMA"
"109871045779576_1178706125562724","drejtesiaofficial","2017-10-15 19:47:50","31","31","0","6","PDK-AAK-NISMA"
"109871045779576_1178721242227879","drejtesiaofficial","2017-10-15 20:09:42","47","47","0","16","PDK-AAK-NISMA"
"109871045779576_1179421505491186","drejtesiaofficial","2017-10-16 19:17:15","19","19","0","0","PDK-AAK-NISMA"
"109871045779576_1179423215491015","drejtesiaofficial","2017-10-16 19:20:47","32","32","0","0","PDK-AAK-NISMA"
"109871045779576_1179505432149460","drejtesiaofficial","2017-10-16 21:43:34","16","16","3","0","PDK-AAK-NISMA"
"109871045779576_1179536582146345","drejtesiaofficial","2017-10-16 22:25:01","54","54","0","2","PDK-AAK-NISMA"
"109871045779576_1179810018785668","drejtesiaofficial","2017-10-17 08:48:37","37","37","0","2","PDK-AAK-NISMA"
"109871045779576_1180982468668423","drejtesiaofficial","2017-10-18 22:26:41","12","12","0","0","PDK-AAK-NISMA"
"109871045779576_1181007055332631","drejtesiaofficial","2017-10-18 23:25:56","23","23","0","3","PDK-AAK-NISMA"
"109871045779576_1181996711900332","drejtesiaofficial","2017-10-20 09:25:20","18","18","0","0","PDK-AAK-NISMA"
"109871045779576_1181996941900309","drejtesiaofficial","2017-10-20 09:25:54","25","25","1","0","PDK-AAK-NISMA"
"109871045779576_1181997405233596","drejtesiaofficial","2017-10-20 09:26:53","17","17","0","0","PDK-AAK-NISMA"
"109871045779576_1181997521900251","drejtesiaofficial","2017-10-20 09:27:06","14","14","0","0","PDK-AAK-NISMA"
"109871045779576_1181997595233577","drejtesiaofficial","2017-10-20 09:27:20","19","19","0","0","PDK-AAK-NISMA"
"109871045779576_1181997731900230","drejtesiaofficial","2017-10-20 09:27:39","20","20","0","0","PDK-AAK-NISMA"
"109871045779576_1181997811900222","drejtesiaofficial","2017-10-20 09:27:49","15","15","0","0","PDK-AAK-NISMA"
"109871045779576_1181997985233538","drejtesiaofficial","2017-10-20 09:28:14","14","14","0","0","PDK-AAK-NISMA"
"109871045779576_1181998068566863","drejtesiaofficial","2017-10-20 09:28:28","15","15","0","0","PDK-AAK-NISMA"
"109871045779576_1181998141900189","drejtesiaofficial","2017-10-20 09:28:40","13","13","0","0","PDK-AAK-NISMA"
"109871045779576_1181998235233513","drejtesiaofficial","2017-10-20 09:28:53","12","12","0","0","PDK-AAK-NISMA"
"109871045779576_1181998361900167","drejtesiaofficial","2017-10-20 09:29:07","10","10","0","3","PDK-AAK-NISMA"
"109871045779576_1182211988545471","drejtesiaofficial","2017-10-20 16:37:21","9","9","0","0","PDK-AAK-NISMA"
"109871045779576_1182414221858581","drejtesiaofficial","2017-10-20 22:56:54","33","33","1","9","PDK-AAK-NISMA"
"109871045779576_1183435068423163","drejtesiaofficial","2017-10-22 11:45:37","59","59","1","2","PDK-AAK-NISMA"
"109871045779576_1183475001752503","drejtesiaofficial","2017-10-22 13:10:54","31","31","4","2","PDK-AAK-NISMA"
"109871045779576_1183531008413569","drejtesiaofficial","2017-10-22 14:57:04","10","10","2","1","PDK-AAK-NISMA"
"109871045779576_1183555031744500","drejtesiaofficial","2017-10-22 15:44:27","8","8","0","0","PDK-AAK-NISMA"
"109871045779576_1183622041737799","drejtesiaofficial","2017-10-22 17:22:06","11","11","0","0","PDK-AAK-NISMA"
"109871045779576_1183623975070939","drejtesiaofficial","2017-10-22 17:25:29","13","13","0","1","PDK-AAK-NISMA"
"109871045779576_1190991081000895","drejtesiaofficial","2017-11-01 11:50:01","9","11","0","1","PDK-AAK-NISMA"
"109871045779576_1192442814189055","drejtesiaofficial","2017-11-03 11:06:17","7","7","0","3","PDK-AAK-NISMA"
"156608004843268_277101229460611","AlternativaKosova","2017-09-26 11:22:30","54","54","0","1","LDK-AKR-ALT"
"156608004843268_277277082776359","AlternativaKosova","2017-09-26 22:31:16","324","331","17","16","LDK-AKR-ALT"
"156608004843268_277443492759718","AlternativaKosova","2017-09-27 09:13:05","58","58","1","1","LDK-AKR-ALT"
"156608004843268_277835592720508","AlternativaKosova","2017-09-28 12:48:14","50","50","0","1","LDK-AKR-ALT"
"156608004843268_277961486041252","AlternativaKosova","2017-09-28 19:52:05","18","18","0","0","LDK-AKR-ALT"
"156608004843268_278139606023440","AlternativaKosova","2017-09-29 08:45:11","61","61","0","3","LDK-AKR-ALT"
"156608004843268_278267766010624","AlternativaKosova","2017-09-29 16:41:25","32","32","0","2","LDK-AKR-ALT"
"156608004843268_278298422674225","AlternativaKosova","2017-09-29 19:04:38","302","348","54","32","LDK-AKR-ALT"
"156608004843268_278326926004708","AlternativaKosova","2017-09-29 20:04:55","15","15","0","0","LDK-AKR-ALT"
"156608004843268_278990965938304","AlternativaKosova","2017-10-01 09:58:43","53","53","0","1","LDK-AKR-ALT"
"156608004843268_279380659232668","AlternativaKosova","2017-10-02 09:23:39","42","42","1","1","LDK-AKR-ALT"
"156608004843268_279381055899295","AlternativaKosova","2017-10-02 09:35:49","146","151","0","4","LDK-AKR-ALT"
"156608004843268_279396665897734","AlternativaKosova","2017-10-02 10:45:28","99","99","3","1","LDK-AKR-ALT"
"156608004843268_279518469218887","AlternativaKosova","2017-10-02 17:50:32","46","46","0","0","LDK-AKR-ALT"
"156608004843268_279596679211066","AlternativaKosova","2017-10-02 22:00:57","41","42","0","0","LDK-AKR-ALT"
"156608004843268_279733739197360","AlternativaKosova","2017-10-03 09:31:50","119","119","1","8","LDK-AKR-ALT"
"156608004843268_279737462530321","AlternativaKosova","2017-10-03 09:35:44","48","48","0","2","LDK-AKR-ALT"
"156608004843268_279757085861692","AlternativaKosova","2017-10-03 11:08:58","93","96","0","9","LDK-AKR-ALT"
"156608004843268_279814532522614","AlternativaKosova","2017-10-03 18:04:02","127","127","1","3","LDK-AKR-ALT"
"156608004843268_279852942518773","AlternativaKosova","2017-10-03 16:00:27","39","39","0","1","LDK-AKR-ALT"
"156608004843268_279961169174617","AlternativaKosova","2017-10-03 22:07:02","255","255","6","4","LDK-AKR-ALT"
"156608004843268_279977212506346","AlternativaKosova","2017-10-04 08:45:02","190","190","0","2","LDK-AKR-ALT"
"156608004843268_280099842494083","AlternativaKosova","2017-10-04 09:19:35","60","60","1","1","LDK-AKR-ALT"
"156608004843268_280166802487387","AlternativaKosova","2017-10-04 13:16:34","94","94","1","3","LDK-AKR-ALT"
"156608004843268_280192245818176","AlternativaKosova","2017-10-04 14:52:29","163","165","3","0","LDK-AKR-ALT"
"156608004843268_280496132454454","AlternativaKosova","2017-10-05 09:19:40","52","52","0","1","LDK-AKR-ALT"
"156608004843268_280606292443438","AlternativaKosova","2017-10-05 15:06:19","69","69","0","3","LDK-AKR-ALT"
"156608004843268_280753949095339","AlternativaKosova","2017-10-06 00:46:22","72","72","0","1","LDK-AKR-ALT"
"156608004843268_280901702413897","AlternativaKosova","2017-10-06 10:21:38","48","48","0","0","LDK-AKR-ALT"
"156608004843268_280909935746407","AlternativaKosova","2017-10-06 11:29:33","78","79","0","1","LDK-AKR-ALT"
"156608004843268_280984785738922","AlternativaKosova","2017-10-06 15:17:50","90","90","0","1","LDK-AKR-ALT"
"156608004843268_281065755730825","AlternativaKosova","2017-10-06 18:18:37","17","17","0","0","LDK-AKR-ALT"
"156608004843268_281192125718188","AlternativaKosova","2017-10-07 09:20:02","40","40","0","1","LDK-AKR-ALT"
"156608004843268_281909798979754","AlternativaKosova","2017-10-08 19:32:01","63","64","0","1","LDK-AKR-ALT"
"156608004843268_281917858978948","AlternativaKosova","2017-10-08 17:29:40","164","164","1","2","LDK-AKR-ALT"
"156608004843268_282019508968783","AlternativaKosova","2017-10-08 22:45:49","41","41","0","4","LDK-AKR-ALT"
"156608004843268_282185278952206","AlternativaKosova","2017-10-09 09:20:53","53","54","0","0","LDK-AKR-ALT"
"156608004843268_282197072284360","AlternativaKosova","2017-10-09 09:34:22","41","41","3","1","LDK-AKR-ALT"
"156608004843268_282202745617126","AlternativaKosova","2017-10-09 11:44:01","81","83","1","2","LDK-AKR-ALT"
"156608004843268_282561765581224","AlternativaKosova","2017-10-10 09:03:41","37","37","0","3","LDK-AKR-ALT"
"156608004843268_282609262243141","AlternativaKosova","2017-10-10 14:23:28","70","70","0","8","LDK-AKR-ALT"
"156608004843268_282966042207463","AlternativaKosova","2017-10-11 09:13:53","36","36","0","1","LDK-AKR-ALT"
"156608004843268_283336002170467","AlternativaKosova","2017-10-12 09:17:37","45","45","0","2","LDK-AKR-ALT"
"156608004843268_283395935497807","AlternativaKosova","2017-10-12 13:32:13","94","95","0","4","LDK-AKR-ALT"
"156608004843268_283449952159072","AlternativaKosova","2017-10-12 15:40:19","60","61","3","16","LDK-AKR-ALT"
"156608004843268_283470735490327","AlternativaKosova","2017-10-12 17:40:55","71","72","0","1","LDK-AKR-ALT"
"156608004843268_283727785464622","AlternativaKosova","2017-10-13 09:23:27","31","31","0","0","LDK-AKR-ALT"
"156608004843268_284120972091970","AlternativaKosova","2017-10-14 11:03:21","31","31","0","1","LDK-AKR-ALT"
"156608004843268_284161492087918","AlternativaKosova","2017-10-14 15:05:13","50","51","0","0","LDK-AKR-ALT"
"156608004843268_284473098723424","AlternativaKosova","2017-10-15 09:11:40","36","36","0","1","LDK-AKR-ALT"
"156608004843268_284849038685830","AlternativaKosova","2017-10-16 08:39:00","41","41","0","1","LDK-AKR-ALT"
"156608004843268_284876625349738","AlternativaKosova","2017-10-16 10:58:27","116","116","1","2","LDK-AKR-ALT"
"156608004843268_284915325345868","AlternativaKosova","2017-10-16 13:12:04","104","105","0","1","LDK-AKR-ALT"
"156608004843268_285096895327711","AlternativaKosova","2017-10-16 23:16:32","71","71","0","1","LDK-AKR-ALT"
"156608004843268_285227018648032","AlternativaKosova","2017-10-17 08:36:09","43","43","0","0","LDK-AKR-ALT"
"156608004843268_285228391981228","AlternativaKosova","2017-10-17 09:21:25","61","61","0","2","LDK-AKR-ALT"
"156608004843268_285231115314289","AlternativaKosova","2017-10-17 09:14:18","43","43","0","0","LDK-AKR-ALT"
"156608004843268_285238461980221","AlternativaKosova","2017-10-17 10:20:04","97","98","1","14","LDK-AKR-ALT"
"156608004843268_285249558645778","AlternativaKosova","2017-10-17 10:40:23","58","58","0","1","LDK-AKR-ALT"
"156608004843268_285479551956112","AlternativaKosova","2017-10-17 23:46:24","133","136","4","3","LDK-AKR-ALT"
"156608004843268_285615548609179","AlternativaKosova","2017-10-18 08:48:14","42","42","0","1","LDK-AKR-ALT"
"156608004843268_285711265266274","AlternativaKosova","2017-10-18 14:33:59","177","178","4","9","LDK-AKR-ALT"
"156608004843268_286033628567371","AlternativaKosova","2017-10-19 10:38:08","46","46","0","4","LDK-AKR-ALT"
"156608004843268_286047325232668","AlternativaKosova","2017-10-19 11:30:18","83","84","4","3","LDK-AKR-ALT"
"156608004843268_286236795213721","AlternativaKosova","2017-10-19 19:21:24","87","88","9","9","LDK-AKR-ALT"
"156608004843268_286437325193668","AlternativaKosova","2017-10-20 09:05:08","47","47","0","1","LDK-AKR-ALT"
"156608004843268_286438748526859","AlternativaKosova","2017-10-20 09:10:55","103","103","0","0","LDK-AKR-ALT"
"156608004843268_286459718524762","AlternativaKosova","2017-10-20 10:20:18","80","80","1","1","LDK-AKR-ALT"
"156608004843268_286462388524495","AlternativaKosova","2017-10-20 10:27:27","121","122","0","2","LDK-AKR-ALT"
"156608004843268_286507521853315","AlternativaKosova","2017-10-20 13:35:08","52","52","1","0","LDK-AKR-ALT"
"156608004843268_286546748516059","AlternativaKosova","2017-10-20 14:53:43","48","48","2","0","LDK-AKR-ALT"
"156608004843268_286568871847180","AlternativaKosova","2017-10-20 16:30:02","69","69","3","0","LDK-AKR-ALT"
"156608004843268_286625911841476","AlternativaKosova","2017-10-20 19:15:02","444","501","63","32","LDK-AKR-ALT"
"156608004843268_288284578342276","AlternativaKosova","2017-10-24 19:35:28","71","71","1","2","LDK-AKR-ALT"
"156608004843268_288840831619984","AlternativaKosova","2017-10-26 09:15:19","146","148","10","6","LDK-AKR-ALT"
"156608004843268_288945124942888","AlternativaKosova","2017-10-26 14:49:40","91","94","2","5","LDK-AKR-ALT"
"156608004843268_289068074930593","AlternativaKosova","2017-10-26 21:10:03","55","56","2","0","LDK-AKR-ALT"
"156608004843268_289357438234990","AlternativaKosova","2017-10-27 15:32:31","42","42","0","2","LDK-AKR-ALT"
"156608004843268_291076454729755","AlternativaKosova","2017-10-31 20:21:05","46","47","0","2","LDK-AKR-ALT"
"156608004843268_291103021393765","AlternativaKosova","2017-10-31 22:30:03","8","8","0","0","LDK-AKR-ALT"
"156608004843268_291906494646751","AlternativaKosova","2017-11-02 21:00:23","21","21","0","0","LDK-AKR-ALT"
"156608004843268_291919087978825","AlternativaKosova","2017-11-02 22:10:20","28","30","0","0","LDK-AKR-ALT"
"1611607142483889_1826385847672683","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-26 16:43:29","391","392","1","24","LDK-AKR-ALT"
"1611607142483889_1826409111003690","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-26 17:51:00","429","431","60","40","LDK-AKR-ALT"
"1611607142483889_1826431957668072","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-26 19:36:58","473","515","161","26","LDK-AKR-ALT"
"1611607142483889_1826638544314080","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-27 09:21:20","64","66","1","0","LDK-AKR-ALT"
"1611607142483889_1826714004306534","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-27 14:36:36","270","271","1","1","LDK-AKR-ALT"
"1611607142483889_1826765057634762","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-27 16:53:25","320","321","3","3","LDK-AKR-ALT"
"1611607142483889_1826803874297547","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-27 19:09:58","224","226","17","10","LDK-AKR-ALT"
"1611607142483889_1827063787604889","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-28 13:13:56","152","154","0","1","LDK-AKR-ALT"
"1611607142483889_1827124220932179","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-28 16:48:33","427","445","79","31","LDK-AKR-ALT"
"1611607142483889_1827172747593993","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-28 18:14:30","376","378","8","9","LDK-AKR-ALT"
"1611607142483889_1827467957564472","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-29 12:45:52","1027","1049","55","25","LDK-AKR-ALT"
"1611607142483889_1827610437550224","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-29 18:46:16","118","119","2","11","LDK-AKR-ALT"
"1611607142483889_1827680444209890","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-30 07:40:42","339","344","10","4","LDK-AKR-ALT"
"1611607142483889_1828095414168393","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-30 19:11:38","306","307","10","5","LDK-AKR-ALT"
"1611607142483889_1828129277498340","LidhjaDemokratikeeKosovesOFFICIAL","2017-09-30 20:15:51","139","140","0","3","LDK-AKR-ALT"
"1611607142483889_1828541637457104","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-01 19:27:10","89","90","1","2","LDK-AKR-ALT"
"1611607142483889_1828824354095499","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-02 12:56:44","303","306","5","12","LDK-AKR-ALT"
"1611607142483889_1828917600752841","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-02 17:31:05","165","167","8","24","LDK-AKR-ALT"
"1611607142483889_1829298924048042","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-03 14:13:55","302","306","2","13","LDK-AKR-ALT"
"1611607142483889_1829407324037202","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-03 19:43:58","84","86","0","5","LDK-AKR-ALT"
"1611607142483889_1829433340701267","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-03 21:28:36","367","369","17","51","LDK-AKR-ALT"
"1611607142483889_1829841977327070","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-04 18:07:02","162","164","2","4","LDK-AKR-ALT"
"1611607142483889_1830126403965294","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-05 12:14:46","601","607","29","149","LDK-AKR-ALT"
"1611607142483889_1830272527284015","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-05 18:54:57","75","76","1","1","LDK-AKR-ALT"
"1611607142483889_1830630270581574","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-06 15:49:24","97","98","0","1","LDK-AKR-ALT"
"1611607142483889_1830690430575558","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-06 18:34:24","613","625","37","75","LDK-AKR-ALT"
"1611607142483889_1830711227240145","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-06 19:27:58","85","86","1","4","LDK-AKR-ALT"
"1611607142483889_1830988593879075","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-07 12:57:17","282","283","2","82","LDK-AKR-ALT"
"1611607142483889_1831103323867602","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-07 18:11:06","201","202","5","7","LDK-AKR-ALT"
"1611607142483889_1831560537155214","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-08 19:28:01","230","232","9","7","LDK-AKR-ALT"
"1611607142483889_1831817803796154","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-09 11:48:35","180","182","1","4","LDK-AKR-ALT"
"1611607142483889_1831956913782243","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-09 18:42:39","116","117","1","0","LDK-AKR-ALT"
"1611607142483889_1832230857088182","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-10 12:26:05","319","320","3","12","LDK-AKR-ALT"
"1611607142483889_1832297277081540","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-10 15:57:40","489","490","17","3","LDK-AKR-ALT"
"1611607142483889_1832648923713042","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-11 13:31:52","72","73","0","0","LDK-AKR-ALT"
"1611607142483889_1832793910365210","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-11 20:58:32","53","54","0","0","LDK-AKR-ALT"
"1611607142483889_1832817757029492","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-11 22:31:06","150","152","2","3","LDK-AKR-ALT"
"1611607142483889_1832818293696105","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-11 22:55:26","678","693","13","139","LDK-AKR-ALT"
"1611607142483889_1833118876999380","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-12 16:59:56","606","637","128","25","LDK-AKR-ALT"
"1611607142483889_1833136266997641","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-12 17:33:01","77","78","0","0","LDK-AKR-ALT"
"1611607142483889_1833433043634630","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-13 12:43:04","387","388","10","0","LDK-AKR-ALT"
"1611607142483889_1833507763627158","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-13 16:38:08","151","153","2","4","LDK-AKR-ALT"
"1611607142483889_1833826733595261","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-14 12:24:05","193","196","5","26","LDK-AKR-ALT"
"1611607142483889_1833924280252173","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-14 17:01:05","963","1016","374","66","LDK-AKR-ALT"
"1611607142483889_1833932866917981","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-14 17:18:08","811","835","119","41","LDK-AKR-ALT"
"1611607142483889_1834312323546702","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-15 14:58:12","262","264","5","6","LDK-AKR-ALT"
"1611607142483889_1834349836876284","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-15 16:59:06","895","991","603","142","LDK-AKR-ALT"
"1611607142483889_1834420396869228","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-15 18:57:18","576","579","11","7","LDK-AKR-ALT"
"1611607142483889_1834740453503889","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-16 13:39:02","125","126","5","1","LDK-AKR-ALT"
"1611607142483889_1834751693502765","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-16 14:04:46","587","592","9","0","LDK-AKR-ALT"
"1611607142483889_1834796273498307","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-16 17:22:06","1185","1271","494","94","LDK-AKR-ALT"
"1611607142483889_1834874370157164","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-16 19:34:16","1275","1291","57","212","LDK-AKR-ALT"
"1611607142483889_1835174673460467","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-17 13:22:23","103","105","7","5","LDK-AKR-ALT"
"1611607142483889_1835237233454211","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-17 16:38:26","1225","1324","605","175","LDK-AKR-ALT"
"1611607142483889_1835304976780770","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-17 18:14:19","1117","1189","438","153","LDK-AKR-ALT"
"1611607142483889_1835354726775795","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-17 20:05:03","181","183","1","1","LDK-AKR-ALT"
"1611607142483889_1835614240083177","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-18 12:09:26","442","445","8","1","LDK-AKR-ALT"
"1611607142483889_1835639006747367","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-18 13:38:13","1209","1231","29","190","LDK-AKR-ALT"
"1611607142483889_1835702186741049","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-18 16:30:45","98","99","1","1","LDK-AKR-ALT"
"1611607142483889_1836015516709716","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-19 10:32:59","404","406","3","42","LDK-AKR-ALT"
"1611607142483889_1836106663367268","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-19 15:40:19","344","345","11","0","LDK-AKR-ALT"
"1611607142483889_1836128486698419","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-19 17:12:52","597","661","293","65","LDK-AKR-ALT"
"1611607142483889_1836145796696688","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-19 17:26:52","818","898","622","76","LDK-AKR-ALT"
"1611607142483889_1836208183357116","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-19 19:47:37","197","198","9","2","LDK-AKR-ALT"
"1611607142483889_1836636463314288","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-20 19:04:01","1358","1546","1463","223","LDK-AKR-ALT"
"1611607142483889_1837362333241701","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-22 10:39:21","212","214","2","1","LDK-AKR-ALT"
"1611607142483889_1837374143240520","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-22 11:27:29","274","274","8","2","LDK-AKR-ALT"
"1611607142483889_1837634503214484","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-22 22:57:43","675","680","21","6","LDK-AKR-ALT"
"1611607142483889_1839094026401865","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-26 17:08:31","169","171","5","5","LDK-AKR-ALT"
"1611607142483889_1839397769704824","LidhjaDemokratikeeKosovesOFFICIAL","2017-10-27 09:44:24","200","203","3","4","LDK-AKR-ALT"
